| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|  6725 | ....  ... ..  .. .... 136 | 1CD6 (A-4 B9) .. .... ... | 0E6B (+ 001E) .. .... 738 | .... .. ... . |
|  6726 | ....  ... ..  .. .... 17C | 224B (C-5 BC) .. .... ... | 0E89 (+ 001E) .. .... 73D | .... .. ... . |
|  6727 | ....  ... ..  .. .... 1C2 | 2DC6 (F-5 C1) .. .... ... | 0EA7 (+ 001E) .. .... 742 | .... .. ... . |
|  6728 | ....  ... ..  .. .... 208 | 224B  C-5 BC  21 .... ... | 0EC5 (+ 001E) .. .... 747 | .... .. ... . |
|  6729 | ....  ... ..  .. .... 24E | 2DC6 (F-5 C1) .. .... ... | 0EA7 (- 001E) .. .... 74C | .... .. ... . |
|  6730 | ....  ... ..  .. .... 294 | 1CD6 (A-4 B9) 20 .... ... | 0E89 (- 001E) .. .... 751 | .... .. ... . |
|  6731 | ....  ... ..  40 .... 2DA | 224B (C-5 BC) .. .... ... | 0E6B (- 001E) 40 .... 756 | .... .. ... . |
|  6732 | ....  ... ..  .. .... 320 | 2DC6 (F-5 C1) .. .... ... | 0E4D (- 001E) .. .... 75B | .... .. ... . |
|  6733 | ....  ... ..  .. .... 366 | 1CD6 (A-4 B9) .. .... ... | 0E2F (G#3 AC) .. .... 760 | .... .. ... . |
|  6734 | ....  ... ..  .. .... 3AC | 224B (C-5 BC) .. .... ... | 0E11 (- 001E) .. .... 765 | .... .. ... . |
|  6735 | ....  ... ..  .. .... 3F2 | 2DC6 (F-5 C1) .. .... ... | 0E2F (+ 001E) .. .... 76A | .... .. ... . |
|  6736 | 19B1  G-4 B7  41 .... 064 | 1CD6 (A-4 B9) .. .... ... | 0E6B  A-3 AD  41 .... 800 | .... .. ... . |
|  6737 | ....  ... ..  .. .... ... | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6738 | ....  ... ..  .. .... ... | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6739 | ....  ... ..  .. .... 0AA | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  40 .... ... | .... .. ... . |
|  6740 | ....  ... ..  .. .... 0F0 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6741 | ....  ... ..  .. .... 136 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6742 | ....  ... ..  .. .... 17C | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6743 | ....  ... ..  .. .... 1C2 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6744 | ....  ... ..  .. .... 208 | 224B  C-5 BC  21 .... ... | 0CD8  G-3 AB  41 .... ... | .... .. ... . |
|  6745 | ....  ... ..  .. .... 24E | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6746 | ....  ... ..  .. .... 294 | 1CD6 (A-4 B9) 20 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6747 | ....  ... ..  40 .... 2DA | 224B (C-5 BC) .. .... ... | ....  ... ..  40 .... ... | .... .. ... . |
|  6748 | ....  ... ..  .. .... 320 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6749 | ....  ... ..  .. .... 366 | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6750 | ....  ... ..  .. .... 3AC | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6751 | ....  ... ..  .. .... 3F2 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6752 | 1CD6  A-4 B9  41 .... 064 | 1CD6 (A-4 B9) .. .... ... | 0E6B  A-3 AD  41 .... ... | .... .. ... . |
|  6753 | ....  ... ..  .. .... ... | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6754 | ....  ... ..  .. .... ... | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6755 | ....  ... ..  .. .... 0AA | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  40 .... ... | .... .. ... . |
|  6756 | ....  ... ..  .. .... 0F0 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6757 | ....  ... ..  .. .... 136 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6758 | ....  ... ..  .. .... 17C | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6759 | ....  ... ..  .. .... 1C2 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6760 | ....  ... ..  .. .... 208 | 224B  C-5 BC  21 .... ... | 0F46  A#3 AE  41 .... ... | .... .. ... . |
|  6761 | ....  ... ..  .. .... 24E | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6762 | ....  ... ..  .. .... 294 | 1CD6 (A-4 B9) 20 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6763 | ....  ... ..  40 .... 2DA | 224B (C-5 BC) .. .... ... | ....  ... ..  40 .... ... | .... .. ... . |
|  6764 | ....  ... ..  .. .... 320 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6765 | ....  ... ..  .. .... 366 | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6766 | ....  ... ..  .. .... 3AC | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6767 | ....  ... ..  .. .... 3F2 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6768 | 1E8D  A#4 BA  41 .... 064 | 224B  C-5 BC  21 .... ... | 0E6B  A-3 AD  41 .... ... | .... .. ... . |
|  6769 | ....  ... ..  .. .... ... | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6770 | ....  ... ..  .. .... ... | 1CD6 (A-4 B9) 20 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6771 | ....  ... ..  .. .... 0AA | 224B (C-5 BC) .. .... ... | ....  ... ..  40 .... ... | .... .. ... . |
|  6772 | ....  ... ..  .. .... 0F0 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6773 | ....  ... ..  .. .... 136 | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6774 | ....  ... ..  .. .... 17C | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6775 | ....  ... ..  .. .... 1C2 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6776 | ....  ... ..  .. .... 208 | 1CD6 (A-4 B9) .. .... ... | 0CD8  G-3 AB  41 .... ... | .... .. ... . |
|  6777 | ....  ... ..  .. .... 24E | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6778 | ....  ... ..  .. .... 294 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6779 | ....  ... ..  40 .... 2DA | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  40 .... ... | .... .. ... . |
|  6780 | ....  ... ..  .. .... 320 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6781 | ....  ... ..  .. .... 366 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6782 | ....  ... ..  .. .... 3AC | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6783 | ....  ... ..  .. .... 3F2 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6784 | 224B  C-5 BC  41 .... 064 | 224B  C-5 BC  21 .... ... | 0B72  F-3 A9  41 .... ... | .... .. ... . |
|  6785 | ....  ... ..  .. .... ... | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6786 | ....  ... ..  .. .... ... | 1E8D (A#4 BA) 20 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6787 | ....  ... ..  .. .... 0AA | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6788 | ....  ... ..  .. .... 0F0 | 224B  C-5 BC  21 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6789 | ....  ... ..  .. .... 136 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6790 | ....  ... ..  .. .... 17C | 1E8D (A#4 BA) 20 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6791 | ....  ... ..  .. .... 1C2 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6792 | ....  ... ..  .. .... 208 | 224B  C-5 BC  21 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6793 | ....  ... ..  .. .... 24E | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6794 | ....  ... ..  .. .... 294 | 1E8D (A#4 BA) 20 .... ... | ....  ... ..  .. .... 8FB | .... .. ... . |
|  6795 | ....  ... ..  .. .... 2DA | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... 7F6 | .... .. ... . |
|  6796 | ....  ... ..  .. .... 320 | 224B  C-5 BC  21 .... ... | ....  ... ..  .. .... 7F1 | .... .. ... . |
|  6797 | ....  ... ..  .. .... 366 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... 7EC | .... .. ... . |
|  6798 | ....  ... ..  .. .... 3AC | 1E8D (A#4 BA) 20 .... ... | ....  ... ..  .. .... 7E7 | .... .. ... . |
|  6799 | ....  ... ..  .. .... 3F2 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... 7E2 | .... .. ... . |
|  6800 | ....  ... ..  .. .... 438 | 224B  C-5 BC  21 .... ... | ....  ... ..  .. .... 7DD | .... .. ... . |
|  6801 | ....  ... ..  .. .... 47E | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... 7D8 | .... .. ... . |
|  6802 | ....  ... ..  .. .... 4C4 | 1E8D (A#4 BA) 20 .... ... | ....  ... ..  .. .... 7D3 | .... .. ... . |
|  6803 | ....  ... ..  .. .... 50A | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... 7CE | .... .. ... . |
|  6804 | ....  ... ..  .. .... 550 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... 7C9 | .... .. ... . |
|  6805 | ....  ... ..  .. .... 596 | 1E8D (A#4 BA) .. .... ... | ....  ... ..  .. .... 7C4 | .... .. ... . |
|  6806 | 2269 (+ 001E) .. .... 5DC | 224B (C-5 BC) .. .... ... | 0B90 (+ 001E) .. .... 7BF | .... .. ... . |
|  6807 | 2287 (+ 001E) .. .... 5F5 | 2DC6 (F-5 C1) .. .... ... | 0BAE (+ 001E) .. .... 7BA | .... .. ... . |
|  6808 | 22A5 (+ 001E) .. .... 60E | 224B  C-5 BC  21 .... ... | 0BCC (+ 001E) .. .... 7B5 | .... .. ... . |
|  6809 | 2287 (- 001E) .. .... 627 | 2DC6 (F-5 C1) .. .... ... | 0BAE (- 001E) .. .... 7B0 | .... .. ... . |
|  6810 | 2269 (- 001E) .. .... 640 | 1E8D (A#4 BA) 20 .... ... | 0B90 (- 001E) .. .... 7AB | .... .. ... . |
|  6811 | 224B (- 001E) .. .... 659 | 224B (C-5 BC) .. .... ... | 0B72 (- 001E) .. .... 7A6 | .... .. ... . |
|  6812 | 222D (- 001E) .. .... 672 | 2DC6 (F-5 C1) .. .... ... | 0B54 (- 001E) .. .... 7A1 | .... .. ... . |
|  6813 | 220F (- 001E) .. .... 68B | 1E8D (A#4 BA) .. .... ... | 0B36 (E-3 A8) .. .... 79C | .... .. ... . |
|  6814 | 21F1 (- 001E) .. .... 6A4 | 224B (C-5 BC) .. .... ... | 0B18 (- 001E) .. .... 797 | .... .. ... . |
|  6815 | 220F (+ 001E) .. .... 6BD | 2DC6 (F-5 C1) .. .... ... | 0B36 (+ 001E) .. .... 792 | .... .. ... . |
|  6816 | 222D (+ 001E) .. .... 6D6 | 224B  C-5 BC  21 .... ... | 0B54 (F-3 A9) .. .... 78D | .... .. ... . |
|  6817 | 224B (+ 001E) .. .... 6EF | 2DC6 (F-5 C1) .. .... ... | 0B72 (+ 001E) .. .... 788 | .... .. ... . |
|  6818 | 2269 (+ 001E) .. .... 708 | 1E8D (A#4 BA) 20 .... ... | 0B90 (+ 001E) .. .... 783 | .... .. ... . |
|  6819 | 2287 (+ 001E) .. .... 721 | 224B (C-5 BC) .. .... ... | 0BAE (+ 001E) .. .... 77E | .... .. ... . |
|  6820 | 22A5 (+ 001E) .. .... 73A | 2DC6 (F-5 C1) .. .... ... | 0BCC (+ 001E) .. .... 779 | .... .. ... . |
|  6821 | 2287 (- 001E) .. .... 753 | 1E8D (A#4 BA) .. .... ... | 0BAE (- 001E) .. .... 774 | .... .. ... . |
|  6822 | 2269 (- 001E) .. .... 76C | 224B (C-5 BC) .. .... ... | 0B90 (- 001E) .. .... 76F | .... .. ... . |
|  6823 | 224B (- 001E) .. .... 785 | 2DC6 (F-5 C1) .. .... ... | 0B72 (- 001E) .. .... 76A | .... .. ... . |
|  6824 | 222D (- 001E) .. .... 79E | 1E8D (A#4 BA) .. .... ... | 0B54 (- 001E) .. .... 765 | .... .. ... . |
|  6825 | 220F (- 001E) .. .... 7B7 | 224B (C-5 BC) .. .... ... | 0B36 (E-3 A8) .. .... 760 | .... .. ... . |
|  6826 | 21F1 (- 001E) .. .... 7D0 | 2DC6 (F-5 C1) .. .... ... | 0B18 (- 001E) .. .... 75B | .... .. ... . |
|  6827 | 220F (+ 001E) .. .... 7E9 | 1E8D (A#4 BA) .. .... ... | 0B36 (+ 001E) .. .... 756 | .... .. ... . |
|  6828 | 222D (+ 001E) .. .... 802 | 224B (C-5 BC) .. .... ... | 0B54 (F-3 A9) .. .... 751 | .... .. ... . |
|  6829 | 224B (+ 001E) .. .... 81B | 2DC6 (F-5 C1) .. .... ... | 0B72 (+ 001E) .. .... 74C | .... .. ... . |
|  6830 | 2269 (+ 001E) .. .... 834 | 1E8D (A#4 BA) .. .... ... | 0B90 (+ 001E) .. .... 747 | .... .. ... . |
|  6831 | 2287 (+ 001E) .. .... 84D | 224B (C-5 BC) .. .... ... | 0BAE (+ 001E) .. .... 742 | .... .. ... . |
|  6832 | 22A5 (+ 001E) .. .... 866 | 224B  C-5 BC  21 .... ... | 0BCC (+ 001E) .. .... 73D | .... .. ... . |
|  6833 | 2287 (- 001E) .. .... 87F | 2DC6 (F-5 C1) .. .... ... | 0BAE (- 001E) .. .... 738 | .... .. ... . |
|  6834 | 2269 (- 001E) .. .... 898 | 1E8D (A#4 BA) 20 .... ... | 0B90 (- 001E) .. .... 733 | .... .. ... . |
|  6835 | 224B (- 001E) .. .... 8B1 | 224B (C-5 BC) .. .... ... | 0B72 (- 001E) .. .... 72E | .... .. ... . |
|  6836 | 222D (- 001E) .. .... 8CA | 2DC6 (F-5 C1) .. .... ... | 0B54 (- 001E) .. .... 729 | .... .. ... . |
|  6837 | 220F (- 001E) .. .... 8E3 | 1E8D (A#4 BA) .. .... ... | 0B36 (E-3 A8) .. .... 724 | .... .. ... . |
|  6838 | 21F1 (- 001E) .. .... 8FC | 224B (C-5 BC) .. .... ... | 0B18 (- 001E) .. .... 71F | .... .. ... . |
|  6839 | 220F (+ 001E) .. .... 915 | 2DC6 (F-5 C1) .. .... ... | 0B36 (+ 001E) .. .... 71A | .... .. ... . |
|  6840 | 222D (+ 001E) .. .... 92E | 224B  C-5 BC  21 .... ... | 0B54 (F-3 A9) .. .... 715 | .... .. ... . |
|  6841 | 224B (+ 001E) .. .... 947 | 2DC6 (F-5 C1) .. .... ... | 0B72 (+ 001E) .. .... 710 | .... .. ... . |
|  6842 | 2269 (+ 001E) .. .... 960 | 1E8D (A#4 BA) 20 .... ... | 0B90 (+ 001E) .. .... 70B | .... .. ... . |
|  6843 | 2287 (+ 001E) .. .... 979 | 224B (C-5 BC) .. .... ... | 0BAE (+ 001E) .. .... 706 | .... .. ... . |
|  6844 | 22A5 (+ 001E) .. .... 992 | 2DC6 (F-5 C1) .. .... ... | 0BCC (+ 001E) .. .... 70B | .... .. ... . |
|  6845 | 2287 (- 001E) .. .... 9AB | 1E8D (A#4 BA) .. .... ... | 0BAE (- 001E) .. .... 710 | .... .. ... . |
|  6846 | 2269 (- 001E) .. .... 9C4 | 224B (C-5 BC) .. .... ... | 0B90 (- 001E) .. .... 715 | .... .. ... . |
|  6847 | 224B (- 001E) .. .... 9DD | 2DC6 (F-5 C1) .. .... ... | 0B72 (- 001E) .. .... 71A | .... .. ... . |
|  6848 | 222D (- 001E) .. .... 9F6 | 224B  C-5 BC  21 .... ... | 0B54 (- 001E) .. .... 71F | .... .. ... . |
|  6849 | 220F (- 001E) .. .... A0F | 2DC6 (F-5 C1) .. .... ... | 0B36 (E-3 A8) .. .... 724 | .... .. ... . |
|  6850 | 21F1 (- 001E) .. .... A28 | 1CD6 (A-4 B9) 20 .... ... | 0B18 (- 001E) .. .... 729 | .... .. ... . |
|  6851 | 220F (+ 001E) .. .... A41 | 224B (C-5 BC) .. .... ... | 0B36 (+ 001E) .. .... 72E | .... .. ... . |
|  6852 | 222D (+ 001E) .. .... A5A | 2DC6 (F-5 C1) .. .... ... | 0B54 (F-3 A9) .. .... 733 | .... .. ... . |
|  6853 | 224B (+ 001E) .. .... A73 | 1CD6 (A-4 B9) .. .... ... | 0B72 (+ 001E) .. .... 738 | .... .. ... . |
|  6854 | 2269 (+ 001E) .. .... A8C | 224B (C-5 BC) .. .... ... | 0B90 (+ 001E) .. .... 73D | .... .. ... . |
|  6855 | 2287 (+ 001E) .. .... AA5 | 2DC6 (F-5 C1) .. .... ... | 0BAE (+ 001E) .. .... 742 | .... .. ... . |
|  6856 | 22A5 (+ 001E) .. .... ABE | 224B  C-5 BC  21 .... ... | 0BCC (+ 001E) .. .... 747 | .... .. ... . |
|  6857 | 2287 (- 001E) .. .... AD7 | 2DC6 (F-5 C1) .. .... ... | 0BAE (- 001E) .. .... 74C | .... .. ... . |
|  6858 | 2269 (- 001E) .. .... AF0 | 1CD6 (A-4 B9) 20 .... ... | 0B90 (- 001E) .. .... 751 | .... .. ... . |
|  6859 | 224B (- 001E) .. .... B09 | 224B (C-5 BC) .. .... ... | 0B72 (- 001E) 40 .... 756 | .... .. ... . |
|  6860 | 222D (- 001E) .. .... B22 | 2DC6 (F-5 C1) .. .... ... | 0B54 (- 001E) .. .... 75B | .... .. ... . |
|  6861 | 220F (- 001E) .. .... B3B | 1CD6 (A-4 B9) .. .... ... | 0B36 (E-3 A8) .. .... 760 | .... .. ... . |
|  6862 | 21F1 (- 001E) .. .... B54 | 224B (C-5 BC) .. .... ... | 0B18 (- 001E) .. .... 765 | .... .. ... . |
|  6863 | 220F (+ 001E) .. .... B6D | 2DC6 (F-5 C1) .. .... ... | 0B36 (+ 001E) .. .... 76A | .... .. ... . |
|  6864 | 222D (+ 001E) .. .... B86 | 1CD6 (A-4 B9) .. .... ... | 0CD8  G-3 AB  41 .... 800 | .... .. ... . |
|  6865 | 224B (+ 001E) .. .... B9F | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6866 | 2269 (+ 001E) .. .... BB8 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6867 | 2287 (+ 001E) .. .... BD1 | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6868 | 22A5 (+ 001E) .. .... BEA | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6869 | 2287 (- 001E) .. .... C03 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6870 | 2269 (- 001E) .. .... C1C | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6871 | 224B (- 001E) .. .... C35 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6872 | 222D (- 001E) .. .... C4E | 224B  C-5 BC  21 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6873 | 220F (- 001E) .. .... C67 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6874 | 21F1 (- 001E) .. .... C80 | 1CD6 (A-4 B9) 20 .... ... | ....  ... ..  .. .... 8FB | .... .. ... . |
|  6875 | 220F (+ 001E) 40 .... C99 | 224B (C-5 BC) .. .... ... | ....  ... ..  40 .... 7F6 | .... .. ... . |
|  6876 | 222D (+ 001E) .. .... CB2 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... 7F1 | .... .. ... . |
|  6877 | 224B (+ 001E) .. .... CCB | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... 7EC | .... .. ... . |
|  6878 | 2269 (+ 001E) .. .... CE4 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... 7E7 | .... .. ... . |
|  6879 | 2287 (+ 001E) .. .... CFD | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... 7E2 | .... .. ... . |
|  6880 | 267E  D-5 BE  41 .... 064 | 1CD6 (A-4 B9) .. .... ... | 0A3C  D#3 A7  41 .... 800 | .... .. ... . |
|  6881 | ....  ... ..  .. .... ... | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6882 | ....  ... ..  .. .... ... | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6883 | ....  ... ..  .. .... 0AA | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6884 | ....  ... ..  .. .... 0F0 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6885 | ....  ... ..  .. .... 136 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6886 | ....  ... ..  .. .... 17C | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6887 | ....  ... ..  .. .... 1C2 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6888 | ....  ... ..  .. .... 208 | 224B  C-5 BC  21 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6889 | ....  ... ..  .. .... 24E | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6890 | ....  ... ..  .. .... 294 | 1CD6 (A-4 B9) 20 .... ... | ....  ... ..  .. .... 8FB | .... .. ... . |
|  6891 | ....  ... ..  .. .... 2DA | 224B (C-5 BC) .. .... ... | ....  ... ..  40 .... 7F6 | .... .. ... . |
|  6892 | ....  ... ..  .. .... 320 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... 7F1 | .... .. ... . |
|  6893 | ....  ... ..  .. .... 366 | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... 7EC | .... .. ... . |
|  6894 | ....  ... ..  .. .... 3AC | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... 7E7 | .... .. ... . |
|  6895 | ....  ... ..  .. .... 3F2 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... 7E2 | .... .. ... . |
|  6896 | ....  ... ..  .. .... 438 | 224B  C-5 BC  21 .... ... | 099F  D-3 A6  41 .... 800 | .... .. ... . |
|  6897 | ....  ... ..  .. .... 47E | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6898 | ....  ... ..  .. .... 4C4 | 1CD6 (A-4 B9) 20 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6899 | ....  ... ..  .. .... 50A | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6900 | ....  ... ..  .. .... 550 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6901 | ....  ... ..  .. .... 596 | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6902 | 269C (+ 001E) .. .... 5DC | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6903 | 26BA (+ 001E) .. .... 5F5 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6904 | 26D8 (+ 001E) .. .... 60E | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6905 | 26BA (- 001E) .. .... 627 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6906 | 269C (- 001E) .. .... 640 | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... 8FB | .... .. ... . |
|  6907 | 267E (- 001E) 40 .... 659 | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  40 .... 7F6 | .... .. ... . |
|  6908 | 2660 (- 001E) .. .... 672 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... 7F1 | .... .. ... . |
|  6909 | 2642 (- 001E) .. .... 68B | 2DC6 (F-5 C1) .. .... ... | ....  ... ..  .. .... 7EC | .... .. ... . |
|  6910 | 2624 (- 001E) .. .... 6A4 | 1CD6 (A-4 B9) .. .... ... | ....  ... ..  .. .... 7E7 | .... .. ... . |
|  6911 | 2642 (+ 001E) .. .... 6BD | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... 7E2 | .... .. ... . |
|  6912 | 28C8  D#5 BF  41 .... 064 | 224B  C-5 BC  21 .... ... | 0893  C-3 A4  41 .... 800 | .... .. ... . |
|  6913 | ....  ... ..  .. .... ... | 28C8 (D#5 BF) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6914 | ....  ... ..  .. .... ... | 1B38 (G#4 B8) 20 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6915 | ....  ... ..  .. .... 0AA | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6916 | ....  ... ..  .. .... 0F0 | 224B  C-5 BC  21 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6917 | ....  ... ..  .. .... 136 | 28C8 (D#5 BF) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6918 | ....  ... ..  .. .... 17C | 1B38 (G#4 B8) 20 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6919 | ....  ... ..  .. .... 1C2 | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6920 | ....  ... ..  .. .... 208 | 224B  C-5 BC  21 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6921 | ....  ... ..  .. .... 24E | 28C8 (D#5 BF) .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|  6922 | ....  ... ..  .. .... 294 | 1B38 (G#4 B8) 20 .... ... | ....  ... ..  .. .... 8FB | .... .. ... . |
|  6923 | ....  ... ..  .. .... 2DA | 224B (C-5 BC) .. .... ... | ....  ... ..  .. .... 7F6 | .... .. ... . |
